Giulia 	listening to @russdiemon. @jakemiller. @thisisLANY. @hoodieallen. @calscruby. @BlakeG703. watching @acmilan and wearing @alwaystrueco	0,0	RT @mikenaran: look at this boi pls https://t.co/Rn8m6MmGu5	Mike Naran on Twitter: look at this boi pls 
Poppy Whitcher	<no bio>	0,0	RT @lookoutloww: Everyone in this bloody pub is underage! Hes underage! Shes underage! He looks a bit older cos hes uglier but hes in t	null
nikibaby420	<no bio>	0,0	I'm the real sugar mommy you've been looking for since. sugar baby needed who is gonna be committed and trustworthy no nude no sex having her weekly allowance of $3000 noPal or cash app only first 200 to Rt. DM Me at hangout https://t.co/5LipvkBLKj or Kik janetcaro22 	null
Melanie Lanphier	Born and raised in Selma. AL;  Huge Auburn fan (War Eagle!); Speech-Language Pathologist in Macon. GA	0,0	And James Woods... at least twice	null
Kira	NC FL | UNCC18 | Appstate 20 | Delta Woman| $kirasays	0,0	RT @_underratedaf: R&B Music from 1990-2009 was a vibe son! Artists were dropping  left & right constantly on our heads ! A glimpse at R&B	null
Raul Jenkins	#RESIST #DemCastAL#DemCast	0,0	RT @jonfavs: Original allegation was that it happened at the 2008 dinner. Thats now proven to be false. New allegation is that it happ	null
Penny Hughes Boshers	I am a mom to two wonderful daughters. I am married to Chris Boshers. I am a dog lover. I am also a former teacher. Please follow me @phboshers.	0,0	RT @blakesmustache: Just nine days until SCOTUS hears the Mazars and Deutsche Bank cases on May 12!	null
george xamalidis	<no bio>	0,0	RT @HqAva: Perfection at it finest https://t.co/WInKS9blG0	Ava Addams HQ on Twitter: Perfection at it finest 
FL511 Statewide	FL511 major #traffic reports from @myfdot. Know before you go. don't tweet & drive. #Tampa #Orlando #Miami For information in Spanish check @FL511_Estatal	0,0	Updated: Planned construction in Brevard County on I-95 South. at MM 182. 2 Left lanes blocked. Last updated at 07:37 PM. https://t.co/EntHdN57ny	null
Desy	<no bio>	0,0	RT @Chinohoven: White people really treating the stay at home orders like its their own version of the civil rights movement  they ar	null
GoDzillA 	           	0,0	RT @Quality090: I want to look at the stars with you.  https://t.co/C4lvt7qLBQ	Q u a l i t y on Twitter: I want to look at the stars with you.  
BhimNationGlobaL	Catch EXCLUSIVE tweets. pictures. videos and News about Stonebwoy and everything about BhimNation...	0,0	RT @JordanSumbu: The New Stonebwoy Ft Keri Hilson afrobeats joint is pretty dope when you can forget about her irresponsibly spreading thos	null
Ed Lukasik Jr	Edward Lukasik Jr-Listed as one of the top 100 Agents nationwide for RE/MAX and the Wall Street Journal Real Trends for 2014-2015	0,0	I would love to show you my #listing at 1217 Hague Street #Joliet #IL  #realestate https://t.co/xwRBPbKbTC https://t.co/yNYmGO0LzF	null
Joei	<no bio>	0,0	@shadowsatIantic When I was 7 a cop barged into our house and he pointed a gun straight at my pitbull and I:) still traumatized that he couldve easily killed me or her. My literal dog shoved me with her nose and got me out of the room because I was too scared to move	null
Mariah Janene	Im Probably Fried Rn   Fashion Design 	0,0	RT @BackwoodPhill: Me at 3am trying to figure out whats wrong with me https://t.co/6ojAgpJs9F	Backwood Phil on Twitter: Me at 3am trying to figure out whats wrong with me 
ImLiveRT	Tag @ImLiveRT for retweets of your LIVE Twitch Streams.	0,0	RT @SexiiSaiyan: Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends) #Twitch #PS4 #SupportSmallStreamers live at https://	null
daniela  	Saw pentagon 19/10/19 	0,0	@wseoklvr Shinwon pointing and waving at me  also wooseok sending me a finger heart	null
pat gill	Native Texan #MAGA #Trump2020Landslide Keep Texas RED	0,0	RT @DrShayPhD: Have a big meeting tomorrow. to help with the Trump Campaign. I am excited and can't wait to hit the ground running. Too muc	null
minihobi	hobiiiii	0,0	RT @smolseokj: seokjin pictures taken by fans at concerts ; a thread https://t.co/2bs97Zkz0k	vince on Twitter: seokjin pictures taken by fans at concerts ; a thread 
Takamura Mamoru	Japans KO King 	0,0	RT @JacobScott915: How can someone look at this and say they don't like Toga https://t.co/19lQKG1Gax	HELLJacob on Twitter: How can someone look at this and say they don't like Toga 
shafiq maswan	Have cats. Love cats. Like cats can make cats sound / old account deactivated	0,0	@_hnyy @zamirmohyedin tak sure huhu..Tapi daripada penceritaan budak tu. seolah olah tahun 2020 ni scammer not just scam people for money anymore. but scam people to give them fake certificates.At least that scammers should ask for money first before giving the certificates	null
FL511 Central	511 #traffic info for Central Florida provided by @MyFDOT. Know before you go. dont tweet & drive. #Orlando #Daytona #SpaceCoast #Kissimmee #Ocala #Brevard	0,0	Updated: Planned construction in Brevard County on I-95 South. at MM 182. 2 Left lanes blocked. Last updated at 07:37 PM. https://t.co/jEA7r1Iv4i	null
Namal	Welcome to my ranting session and my depressing thought enjoy	0,0	Im shy at first then BOOM. creakhead vibez	null
JD	Christ follower. Husband. Father. Psalm 51	0,0	@phantomgirl3 @USA_Baby_2020 @Alyssa_Milano & No Rape is evil & wrong so is repeatingly touching little girl and boys at 78 yrs old. Or claiming that your just learning about personal space Biden has claimed or done both	null
DadsDiscernment	Young. Conservative. Reagan-Republican posing as a grumpy old man on Twitter. Hoping this #MAGA fever breaks before America does. #NeverTrump #ResistCult45	0,0	RT @BillKristol: A midget speaks at the feet of a giant. https://t.co/rCElb3aQVr	Bill Kristol on Twitter: A midget speaks at the feet of a giant. 
Mr.Jones	ENFJ -@_Slacum_  -Bad Company -Habitually Defiant -You're Gonna Go Far. Kid 	0,0	RT @nachosarah: you've got to respect cats for looking around at life and deciding to fucking sleep through it	null
Valdivia	Learn how democracies die. our future depends on it Latin American history/democracy paired with omnivorous consumption of US & world political news.	0,0	RT @KFF: If #ShelterInPlace was necessary for another month. 80% said they could do it. 34% said they could for at least 6 mos  But polit	null
Kirby	bi bowser nonna 	0,0	RT @JHagner: Pro-coronavirus Michigan protestors have focused their rage at the states female governor. but in Ohio the rage is focused no	null
Kandel Keshav	<no bio>	0,0	RT @imVkohli: Those who don't forget their duty in any circumstances are true heroes. Their sacrifices must not be forgotten. I bow my head	null
 magically delicious! 	birbby - 19 - he/him. they/them - enby. trans and pan icon: @emberchii  / header: lizard parent and dog lover - i draw sometimes too!	0,0	RT @snarkyamber: 13 people died in the building across the street from me from this virus in the last month. but. sure. enjoy the fresh air	null
SARAH		0,0	RT @MCU_Direct: The original six #Avengers cast members - including #ScarlettJohansson. @RobertDowneyJr and @chrishemsworth - virtually ass	null
TT	<no bio>	0,0	RT @charliekirk11: BOOM:Despite constant negative coverageDespite endless Democrat liesDespite a global pandemicPresident Trumps a	null
Papworth Weather	<no bio>	0,0	At 00:38 the temperature in Papworth was 11.3C	null
Leah Rios	<no bio>	0,0	RT @coraisabel: A bee just flew into my room and I physically grabbed it in my hand and threw it back outside. A midwestern at its finest	null
ChiefMNolan	These opinions are mine. Retweets are for interest.	0,0	RT @paramedicperce: Perfect display of a rapidly deployable asset @CSDGmedics Meeting the #COVID needs of @CityofCornwall @SDGCounties	null
Fernando Garcia Jr	Conservative	0,0	RT @TomFitton: Where is the DOJ? Im Not Playing: Chicago Mayor Threatens Citations And Arrests For People Ignoring Stay-At-Home Orders h	null
Sky K	I doodle. game. and jam to music~	0,0	I cant even work on art cause the iPads at like 10% battery 	null
Ess	phs 18 	0,0	RT @thekatimontoyaa: if my son did this shit then POINTED AT ME.... yall would have to escort my ass off the field	null
jueun	sunrise track three	0,0	white people going out to protest that the stay at home order is oppressing them are the same people who believe reverse racism is real	null
karime isabel melendez	<no bio>	0,0	RT @bradykeane: kiss you at a red light & have a Polaroid of you on my dash kinda love	null
Jones Fearless Warrior	Jonalyn viray love supporterJona fan since Pinoy pop superstarJonaticsTeam jona	0,0	RT @Glevejune2: Courage doesnt always roar. sometimes its the quiet voice at the end of the day whispering I will try again tomorrow.U	null
Moley #Q Russells wart	Proud American #KAG  #Trump2020 #GreatAwakening  #WWG1WGA	0,0	RT @mattdizwhitlock: This Fox Town Hall setup at the Lincoln Memorial is incredible. https://t.co/cVAkS4jftk	Matt Whitlock on Twitter: This Fox Town Hall setup at the Lincoln Memorial is incredible. 
S.A	@ChelseaFC Once a blue always a blue Trust_Your_Struggle 	0,0	RT @Prin__cee: I violated this rule. I'm sorry I'm done	null
ronnie 	shit. -Saskia || She/Her || stevecorp	0,0	is supergirl on at 8 or 9 	null
Michael A. Serio	Scientist. Also interested in Politics and Investing. Fan of the Boston Red Sox and Bruce Springsteen.                     It's gonna be a long walk home.	0,0	RT @jaketapper: So is it now time for President Trump to sit for an interview and take questions like this about allegations made by Jessic	null
Jenny J Patterson	I am a Mom of four grown kiddos and I love themI love my Mom and the rest of my Familyand I REALLY LOVE HAWAII & MY KITTIES	0,0	@Sammii_Tweets Not liking her so far at all. I thought she lived in Atlanta?  Why doesnt she go back?	null
	Ni para dar mi nmero de telfono soy buena/larrie/that's your fucking job you fucking loser.	0,0	RT @stmbabyhoney: Zayn literally starved himself because he didnt have time to eat. Harry was painted as a womanizer at age 16. Niall was	null
jeremy	chemistry major | animal crossing | splatoon | B99 | parks and rec | MCU | star wars | self deprecating memes	0,0	RT @lemdraws: almost 2 months into stay-at-home orders playing nothing but animal crossing for 10+ hrs a day https://t.co/drp9oxUF8f	lem  on Twitter: almost 2 months into stay-at-home orders playing nothing but animal crossing for 10+ hrs a day 
Girls and Corpses	Girls and Corpses is a newsstand comedy/horror magazine and a film company. Hot girls posing with cold corpses. music. death. etc. Its humor-iffic!	0,0	Get ready for Exorcism at 60.000 Feet taking off May 5th OnDemand. Amazon. Vudu. iTunes. AppleTV. Direct TV. Spectrum. PlayStation. Xbox. Dish Network. Comcast. Cox. Charter. AT&T Universe. GooglePlus. Fandango Now and others. https://t.co/NYXT1eXpNN	Exorcism at 60.000 Feet teaser - YouTube
marianne hayden	<no bio>	0,0	@JillSteinberg3 At least he is listening to real music not the crap the kids listen to today (and by crap I mean any music from 1985 -2020)	null
sumguybreezy	I'm a beginning YouTuber trying to make it up there thanks if u watch my vids P.S 'Breezy' is my channel	0,0	Check out my stream live at https://t.co/X0qTzHivgn	Twitch
Marc Moskowitz	Latinist. computer programmer. recreational mathematician. etc. G2znii in the NPL. He/him. #ProsecuteICE	0,0	RT @JuddLegum: You shouldnt be able to run a TV ad that says we are all in this together unless everyone who works at your company get p	null
Harry Shoelig #AllLiesMatter	https://www.vote.org/absentee-ballot/        Make sure to get your #absenteeballot  so youre able to vote!	0,0	RT @RadioFreeTom: Trump now saying that he was told on January 23 that there could be a virus coming but that it wouldnt be a big deal. He	null
Eric Leonard	Curmudgeon. father. and public historian. Passion for understanding the past and imagining the future. Views expressed are mine alone.	0,0	RT @JonahDispatch: We don't need a new New Deal. we need a new (domestic) Marshall Plan. https://t.co/risbjUcCeo	New Deals. Old Arguments - The G-File
Judith the G	# MAGA # KAG  The only way Trump will lose is if those who support him don't show up at the polls ... assume your vote will make the difference.	0,0	RT @michaelkeyes: No one should be able to drive again until there are no fatal accidents for 14 consecutive days. Then we can slowly begin	null
MARY MARGARET JONES TEXT TRUMP TO 88022	I support PRESIDENT Trump!  Christian. Conservative. DAR #Trump2020 #MAGA #KAG2020 #QAnon #WWG1WGA ~*~ honored to be followed by @genflynn	0,0	RT @BenKTallmadge: Retired Gen. Stanley McChrystal is a senior fellow at Yales Jackson Institute.In 2016. Jacksons Director Jim Levinso	null
Nanny	Married to a Viet Nam Combat Vet. Daughter of Italian Immigrants who traveled from Italy on a ship. Love my Country and those who serve #MAGA#KAG#Trump2020	0,0	@dvillella @realDonaldTrump @PeteHegseth @foxandfriends You mean Demonicans .   They were holding impeachment hearings at the beginning of this.  They knew what was going on.  Where are they now hiding at home as usual while Americans are working in hospitals. food stores.etc.saint NANCY is the scum of the Earth.	null
Borik	Live and let live!	0,0	RT @GeorgeTakei: I'm starting a rumor on the Breitbart chats that Covid-19 turns you gay. That should keep a lot of these idiots at home.	null
lilian	Elias 	0,0	@BekahByrn @fabiolaelizaa Thats where Im at to! My sons speech is delayed hes going to be 2 in July	null
Lex	23 Everyday I daydream about sleep. |	0,0	RT @ethanjsomers: Wow. look at how much Blue Lives Matter. Guess white people only like to say that when the police are beating on black an	null
alia	Insta : alia.bales Virgo 	0,0	RT @kitkathockema: so youre gonna shoot unarmed black children and let grown ass ARMED men spit in your face at a protest without any acti	null
Linda Rosa Rodriguez	Even when there is no way. you gotta make a way #followyourdreams #glorytogod #dancer #singer #songwriter #artistry	0,0	RT @ABC7Veronica: #EARTHQUAKE A pair of quakes. measuring 3.3 & 3.2 magnitude in the Chatsworth area. Who felt them? Nothing here in Burb	null
brisa	<no bio>	0,0	RT @_flordecristal: Gabriela gets to sit at home and listen to all of Bad Bunny's unreleased songs https://t.co/KXoeKPqNVP	Cristal  on Twitter: Gabriela gets to sit at home and listen to all of Bad Bunny's unreleased songs 
fred walton	Lawyer . blogger . sports fan-and yes a Red Sox fan for years  . world observer . news junkie supreme ! Let's talks about what matters . exchange views- learn !	0,0	Death totals upgraded by POTUS from 50K to 60K. to 75K to 100K. Meanwhile. Drs. Birx and Fauci are still at prior death expectation of 100K to 250K.	null
pornpumper	<no bio>	0,0	RT @_DestroyBoy_: Hello boys! It's time for a hard party! Want to see more similar and sharper actions? Join me on OnlyFans ht	null
Michael hoaks	fishing and county music and NASCAR and Indy monster trucks Auto racing. And  Houston Astrosvideo games and movies and family	0,0	RT @Aric_Almirola: P10 at Dover. I'll take it!  Hope you enjoyed the broadcast. fans.#ProInvitationalSeries #eNASCAR https://t.co/pn7SxM	null
Diana	<no bio>	0,0	RT @LacyJohnsonMN: I'm running against Ilhan Omar.I'm humbled the GOP endorsed me by receiving 90% of the voteI will win the primary an	null
Tara Lapinskas	Mom. employee. wife. friend. fun. sarcastic. fun - not necessarily in that order.	0,0	RT @mcuban: Explain to me why in the midst of 50m people unemployed or under-employed. the gov isnt hiring and training MILLIONS to do Tra	null
Reynic	 Twitch Variety Streamer w/ Multiplayer Focus @TwitchKittens Team Member @PlantArmy Team Member Business Inquiries: reynic.business@gmail.com	0,0	Spent most of today working on Behemoth Mastery (almost to 40!). going to take a small break from that to try to max out Blaze Escalation while I have a hunt pass boost active. Live with #Dauntless starting at 8pm Eastern - https://t.co/FFRFCaBJaG https://t.co/O4wOrZMBGp	null
John Barron	<no bio>	0,0	@SByelick @DianeCr19985962 @IngrahamAngle Nah its not that at all	null
KitsunWho	Just a fluffy fox looking around... ^^Remember! you can ask me anything anytime! :3	0,0	RT @catsudon_: Look at this cute face~ https://t.co/tvBqdo3mMg	CatsuDONG on Twitter: Look at this cute face~ 
leanmuffin	im a meme nigga lmao   ig @SpamCartier	0,0	me capping to my girl when she asks how many points I dropped at my game https://t.co/5EquE3sZRp	leanmuffin on Twitter: me capping to my girl when she asks how many points I dropped at my game 
Q on the northside	bad dude trying to do good things. opinions are my own. and mostly irrelevant. actively complacent since 82	0,0	@josh2saint Jason Kidd comes to mind at his best. Maybe better. At his worst? I dunno. Hes still young.	null
Gtmovet	Author of Serendipity (About Gtmo) Marine veteran. Licensed Pilot. hunter. fisherman. TV news anchor. sales seminars in 17 countries. Avid MAGA LOVE Trump!##KAG	0,0	RT @SenateWasTheKey: Dr. Francis Boyle Creator Of BioWeapons Act Says Coronavirus Is Biological Warfare WeaponFrancis Boyle is a professo	null
Michael Klever	Self-Proclaimed Professional Amateur // innovator of Immorality // Every time you paint a room. it gets minutely. fractionally smaller. 	0,0	RT @_spoogi_: DUDE I AM CRYING AT THIS TIKTOK HOLY SHITT https://t.co/pJIh6CssTQ	spoogi on Twitter: DUDE I AM CRYING AT THIS TIKTOK HOLY SHITT 
Litzy 	sc: xlys.x	0,0	RT @SailorOkoye: At least this lockdown will force me to save money....Also me: https://t.co/BBrC87mLKG	Sailor_ BK! on Twitter: At least this lockdown will force me to save money.... Also me: 
Gerry Doyle	Reuters Global News Desk editor. Asia. Defense. other stuff. Novelist. aviation geek. bartender. dad. Ex-NYT. Grew up in Midwest. moved to Mideast. Views my own	0,0	this is quite a story	null
chocha magic like houdini	barb4barb monster4monster	0,0	RT @gagasyuyi: lady gaga: show me your teethrihanna at coachella: https://t.co/m3tcX98veM	 '   |  on Twitter: This turned out 200 times worse then I wanted it too but I added the crowd cheering in the ending fairy moment keifnekdjeodofjf https://t.co/jvs4bL7hEC
sophia	youll see purpose start to surface	0,0	yes. i am watching the news. and yes i am yelling at the screen everytime someone says something stupid!	null
SynthAman	<no bio>	0,0	RT @SnxLink: New Release available at https://t.co/msXScZQVyw Now if you need to fix your C-Ratio you can BUY SNXYou can also BURN s	null
AB	|striving to be the best me possible| berry college wbb	0,0	RT @heykelechi: Americans are so entitled and selfish. From the house parties to the crowds at beaches and parks... everythings a mess.	null
walt	@AlbanyStateUniv Alum. Contributor with @LakersOutsiders + @LeBron_Wire. IG: browalton. Inquiries: writercwalton@gmail.com	0,0	RT @el_budget: Trump going back to back like the mid 90s Houston Rockets	null
CarJem ''Hedgefox'' Generations	20ADHD/AutisticManiac Editor & S3AIR Mod Manager DevProgrammer/Artist/RemixerSonic/Minecraft FanLooks up to @SparksEchidnaA Simple Guy who Wants HUGS!	0,0	@SparksEchidna As long as everyone has a Happy Skies tails hoodie in ACNH to hold them over. I'm sure we'll all be fine with waiting. At least I know I will.	null
Christopher Mendez	'I don't want no hot girl. I wanna find a lady...'#WashedKing#StaySuckaFree#Roxbury	0,0	When you see me. your eyes say that you need me.But there's another feeling they can't hide.And it hurts so deep insideTo think. maybe. before I let you down.Won't you hear me out now?Believe me somehow...They had Ralph singing 'bout grown-man heartbreak at 14.	null
Jake Sanders	I am second	0,0	@NomadicReese Damn this a shot at me?? 	null
JoAnn Johnson	<no bio>	0,0	RT @morningmika: The next time President Trump does a live interview. I hope that he is questioned as vigorously about every single accusat	null
Maria Ventura	<no bio>	0,0	RT @BillKristol: Trump has lashed out at many people. but theres always been a special vitriol reserved for the women whove stood up to h	null
klo	<no bio>	0,0	RT @NikitaDragun: do u ever just look at a text and think fuck u	null
Stanley Hooker	Trump Brexit British Independence	0,0	RT @MichaelGarage3: Hi. Anthony. It would seem so. I am not privy to whatever abuse he is justifiably getting at present. He mistook me fo	null
Ivy	Newly Awoken . #Trump2020. #WWG1WGA. #GodblessQ. #MAGA happily married. no Direct messages	0,0	RT @Q172018: How about go Fuck yourself&We the people stop buying your products?	null
Donna Logandice	Im a Christian. love to travel with my husband and I love the Trumps. #WWG1WGA 	0,0	@P0A_Triot23 Was the planes holograms. because looking at all the other plane crashes there is a lot of plane parts but not at the pentagon or the field? Some say theres video of hologram of second plane go thru the building.	null
gocoo	Producer.Composer.Singer&Guitarist. Let's talk about music and artists of the world.	0,0	RT @NKOTB: We are less than 15 mins away from today's #NKOTBLive. make sure to tune in!! 	null
Perry Bullock	Conservatarian. Economist	0,0	RT @kirk_bridgers: I'm going to Taiwan. Epic trolling here. 	null
W Schneider	<no bio>	0,0	RT @briantylercohen: The niece of Christine ODonnell. a Republican who ran against Biden for the Senate. alleged that he sexually harassed	null
Samma	I am SAMMA (grandma). I want kids to focus on what is right about them instead of what is not. Believe in them before they prove themselves. NO DM's!!! Resist	0,0	RT @brian_deke: Sad news . My wife's sister passed away last night at 10 o'clock from Covid19. She was in a nursing home where 43 died.	null
BoochieKitty Flynn	Yall know why we here - group chat legend	0,0	Rihanna & Jake Gyllenhaal were spotted at a NYC boxing game. By his face it looks like hes only hearing the stirring of Mac and Cheese noises while she talks. https://t.co/Ws2cWt8wLq	BoochieKitty Flynn on Twitter: Rihanna & Jake Gyllenhaal were spotted at a NYC boxing game. By his face it looks like hes only hearing the stirring of Mac and Cheese noises while she talks. https://t.co/Lao0qwsxrT
HER	SC: mya_loveeee	0,0	RT @ShesChey_: Oh yes maam. Getting wine drunk at the park with yo man gotta be a vibe.	null
	<no bio>	0,0	RT @NativeMag: Okay let Vybz Kartel have at least 1 song #NS10v10 Wizkid FC: https://t.co/3yb5Q90pgc	ayomo on Twitter: Everybody is angry in lagos 
Marc SlavinVoteBlue2020 	#ClimateCrisis #AnimalRights #Vegan #Renewables #AnyoneButTrump #Covid-19 #HealthCare4All #VoteBlue #LGBTQ #Atheist #FBR #VoteByMail #Resist #BLM #FBR  	0,0	RT @BillKristol: A midget speaks at the feet of a giant. https://t.co/rCElb3aQVr	Bill Kristol on Twitter: A midget speaks at the feet of a giant. 
Aako Ito/A'tin	OT5	0,0	RT @SB19TrendsPH: Our Tag is now Trending NATIONWIDE at 6TH SPOT! Keep fresh Tweets coming! @SB19Official #SB19onUnangHirit https://t.c	null
 	       	0,0	RT @GulBukhari: This fucker doesnt care. now that he is PM. All he cares about is his position.He wil just just cling to the chair at any	null
Markah	Tyler is my best friend 	0,0	Why has this been me for the past week	null
Dad Gum     	BMI Hero [ Taishiro Toyomitsu aka. FATGUM ]	0,0	RT @caffeinecantrip: You ever laugh at your own jokes https://t.co/IekZpop1t2	caffeinatedcantrips on Twitter: You ever laugh at your own jokes 
renae	snap- raedantin	0,0	RT @MarmarOso: MY SONG RUTHLESS IS AT 13.000.000 STREAMS ON SPOTIFY  KEEP SHARING THIS SONG IT HAS TO BE HEARD  https://t.co/FurT	null
clareandrews	You will find me on Adultwork where I love showing off my #hugenaturalboobs on cam and talking filth on the phone #phonechat #camgirl #milf #bbw #hotandhorny	0,0	Fancy a virtual quickie?  Im on cam and ready for you now at #AdultWork.com!  https://t.co/0wRc9beDtH	AdultWork.com - CurvaceousClare 32yo Bi-sexual Female (Webcam Phone Sex Alternative) Manchester . Greater Manchester
Craig Jarvis	Politics. History. US News. World News. Technology. Science Health. Space News Married 30 years / Love at 1st Phone Call.	0,0	How is that possible when President Trumps own Intelligence Community concurred that COVID19 virus was not man made or genetically modified. President Trump is just trying to blame someone else for his own mistakes here at home and make someone else his escape goat. https://t.co/BDqrPJWUx2	Craig Jarvis on Twitter: How is that possible when President Trumps own Intelligence Community concurred that COVID19 virus was not man made or genetically modified. President Trump is just trying to blame someone else for his own mistakes here at home and make someone else his escape goat. https://t.co/Xm3tpn7cjI https://t.co/gAjxpLe9rD
TKMax	Scotsman living in Sunny Aus	0,0	RT @MilfsandMoms_WW: Your wife was waiting at the door for me https://t.co/5sTpsN55Zm	Milfs and Moms Worldwide on Twitter: Your wife was waiting at the door for me 
Itz_the_dead_girl	ARMYFollow for a Follow back	0,0	RT @minjiiminie: What if I tell you it is?Jimin stands up then I'd be very dissapointed. I thought you were better at thisWait and	null
#YellowCupPodcast	Tob Rachel Akingbad | Freelance journo | Formerly Evening Standard. Metro | Words: LBC. NME. Grazia. Guardian | Host @YellowCupPod | freelance@tobirachel.com	0,0	@flipsola its okay. youve totally missed the point I was making. I know where both artist are from  I was not talking about the artists at allllll.	null
CoolDeal	Follow for the coolest dealsAmazon Associates linkshttps://t.co/ecL0cRdcV7https://t.co/Zc7On4YTEFhttps://t.co/3kbE2QiKPXhttps://t.co/vPG0o77DsQ	0,0	  Bosche 12V Cordless Drill/Driver Bundle for $81.67! Add Drill to Cart  PLUS add 1 of these to cart  Price will updates at checkout!  #Deal #ganga https://t.co/9i5H0WtEc8 https://t.co/z1rPVnOCUG	null
Duluth HS Counseling	Official Twitter account for the @DHSGAWildcats Counseling Dept. - 2017 R.A.M.P. recipients. We dont follow students. If you want to talk. our doors are open.	0,0	RT @houseparty: It's a Prom Party! Houseparty is hosting a virtual prom on May 7th from 8-10pm ET with the help of @djdnice and @zack_bia.	null
Clayton	love women	0,0	RT @Folieadeux28712: As I sit & film our  #Son @calif101 #fucking his #Mothers #asshole with his huge #hardcock her moans of passion are s	null
mandy	<no bio>	0,0	RT @BillyBaldwin: Thinning the herd.If Trump supporters keep showing up at these protests with no masks or social distancing and keep coug	null
	visiting jonghyun's animal crossing town. the flowers are well watered	0,0	@Ioeybff 2016 jaehyun is him at his most fruity please	null
quarantyna	love yours. miami u 20	0,0	RT @_kiaranelson: Lord give me the strength to finish the LAST week of my final semester strong cuz you know I dont care at all 	null
Omo Ologo	Future role model for your kids.Manchester United Supporter.	0,0	Is our work o	null
valerie Q stull	Born and raised in Skagit Valley. love living in Smalltown USA where PC is a computer. Support 2A. Love our troops. Can make apple pie. 3rd generation here	0,0	RT @JohnCornyn: 6.8 million Americans have been tested. so far. and many more are being tested each day.  Thanks to Americas incredible do	null
Roy kettle	a series of random events . work. laughs and beer.	0,0	RT @mrjamesob: There are plenty of former Brexit Party MEPs at a loose end. Why on earth havent they all signed up? They literally wante	null
Briana Nichole	vsu | AZ  1 9 2 2 | youtuber	0,0	RT @dylandavii: my problem is that i wanna be the best at everything from jump. the perfectionist in me wont allow me to trust the process	null
ash 	18+ # 	0,0	Yeri in Pink is my fav look at her pink scrunchie  her hair looks so soft she looks so soft shes so pretty https://t.co/vfAVk8cl3W	ash  on Twitter: Yeri in Pink is my fav look at her pink scrunchie  her hair looks so soft she looks so soft shes so pretty 
lina	i can hear the angels sing for me	0,0	RT @___d0minique: at what point do we just say maybe this isnt worth it???	null
Maria Bonanno	Conservative #BuildTheWall #Navy #Nonsibisedpatriae #Trump #MAGA #BlueLivesMatter #NRA Followed by Scott Baio John Batchelor Gen Flynn Sean Spicier ScottPresler	0,0	At least 81 employees at a single Walmart store in Massachusetts have tested positive for the coronavirus. officials said. https://t.co/L4pJwOJ2iD	More than 80 employees test positive for coronavirus at Massachusetts Walmart
Jazz Shaw	Weekend Editor at http://HotAir.com. Horseradish farmer. Jets fan. Curmudgeon. Inventor of #headdesk hashtag. Contents may contain sarcasm.	0,0	@NathanWurtzel Zero children laughed at this	null
 	63 	0,0	RT @SportsCenter: Kobe and MJ jabbing at each other during the All-Star Game is classic (via @NBA) #TheLastDance https://t.co/R7r3EPzrLQ	SportsCenter on Twitter: Kobe and MJ jabbing at each other during the All-Star Game is classic  (via @NBA) #TheLastDance 
Doppelganger	Married to a beautiful bum	0,0	RT @HanaHerro23: If you played sports before you can feel the pain just by looking at this picture https://t.co/BeDdIJTJpp	  on Twitter: If you played sports before you can feel the pain just by looking at this picture 
ck	<no bio>	0,0	RT @t2trilll: Me and my people at the restaurant table after lockdown	null
John Atkison	#Q  #GreatAwakening #Christian #BuildtheWall. #ClimateRealist #Cult45 #Deplorable #DrainTheSwamp #MAGA #Patriot #Trump2020 #WWG1WGA IFBNo DMs	0,0	RT @techreview: This new workplace monitoring tool issues an alert when anyone is less than six feet apart. Amazon is also using similar so	null
In The Air is In The House	Hand poured #soywax scents from best season are In The Air #FallYearLong.	0,0	RT @isle_of_lesbos: If anyone wants Animal Crossing shirts. my dad. my gf. and i have recently opened up a custom t-shirt shop! we can pr	null
SlowDraftExcuses	DMs are open. 100% confidential.	0,0	When the dude at the turn takes like an hour between picks https://t.co/zuZaI0tL08	SlowDraftExcuses on Twitter: When the dude at the turn takes like an hour between picks 
Sana	<no bio>	0,0	@007AliSohrab For ur kind information Saudi Prince didn't buy twitter for removing Kaafir from twitter. It was solely business purpose.. Don't spread hatred . at least in the month of Ramadan.	null
Murphy Lucas	#Isu #TeamFollowback #TeamCards #TeamBears #TeamIllini #TeamBulls #TeamBlackhawks	0,0	RT @barstoolsports: Seeing Kobe Bryant's Interview Tonight Is Definitely Going To Pull At The Heartstringshttps://t.co/hlfCZszW77 https://	null
Jared Payne	A Pilgrim's Coffer  Twice-born Sinner                         Galatians 2:20  IG+FB: @apilgrimscoffer	0,0	@YKvasha That's not cool at allBut glad you're with us. Yana!	null
Abdul Wazzy	song writer  proudly muslim  wizkid Stan	0,0	RT @WizkidSource: Stream @wizkidayos #JORO from his upcoming album. Made in Lagos  Were almost at 40M views! #NS10v10 https://t.co/B	Bryan  Haggerty (@bhaggs) | Twitter
